d_donor_A,d_acceptor_A
1.032772436943885541e+00,1.761774101291730732e+00
1.034181312927327623e+00,1.761255115520718784e+00
1.035594582310292999e+00,1.760732512206311995e+00
1.037012362343908700e+00,1.760206163538490909e+00
1.038434825587798871e+00,1.759675811315345229e+00
1.039861333464990212e+00,1.759141699595539787e+00
1.041291703586528561e+00,1.758603941323124253e+00
1.042724830638433353e+00,1.758063262849202113e+00
1.044160945644476035e+00,1.757519383403038926e+00
1.045599463009193819e+00,1.756972487936293126e+00
1.047040052248513931e+00,1.756422839959159043e+00
1.048483087100904765e+00,1.755870191223606991e+00
1.049928606330577718e+00,1.755314604359634822e+00
1.051375704241495956e+00,1.754756538821535150e+00
1.052823935517672505e+00,1.754196022669755939e+00
1.054273386979476257e+00,1.753632935602242204e+00
1.055723453226890873e+00,1.753067659687733926e+00
1.057174180974351341e+00,1.752500163694492352e+00
1.058625427405600616e+00,1.751930484487153050e+00
1.060076535033675382e+00,1.751359173266333835e+00
1.061528127578042602e+00,1.750785874576894940e+00
1.062980001449119083e+00,1.750210740714144952e+00
1.064431024877235066e+00,1.749634423287804497e+00
1.065881410457429679e+00,1.749056612660229382e+00
1.067330568880263675e+00,1.748477782143835535e+00
1.068777587726320144e+00,1.747898688400738587e+00
1.070222215805831878e+00,1.747319461014261943e+00
1.071664383844883384e+00,1.746739937846654156e+00
1.073103952241210468e+00,1.746160178288815423e+00
1.074540871479241488e+00,1.745580037171887477e+00
1.075974776116178422e+00,1.744999827164896766e+00
1.077404991297653769e+00,1.744420077858597207e+00
1.078831711359145906e+00,1.743840509967043317e+00
1.080254255087159221e+00,1.743261619570608101e+00
1.081671849336485192e+00,1.742683751758507871e+00
1.083084870691149559e+00,1.742106496611325772e+00
1.084492907582312426e+00,1.741530181459974402e+00
1.085895502732563189e+00,1.740955210442013623e+00
1.087292960643706285e+00,1.740381282567868171e+00
1.088685560569303101e+00,1.739808109253539126e+00
1.090072461452908925e+00,1.739236373352288423e+00
1.091453824774975434e+00,1.738665860450824496e+00
1.092829614857316445e+00,1.738096300371980707e+00
1.094199069289978343e+00,1.737527980516053505e+00
1.095561933350113870e+00,1.736961160223579048e+00
1.096918743083006964e+00,1.736395562925354463e+00
1.098268943721331103e+00,1.735831370310091382e+00
1.099612035730188841e+00,1.735269019075956543e+00
1.100947854625097255e+00,1.734708418132698604e+00
1.102276197155595217e+00,1.734149482301362566e+00
1.103596737660425875e+00,1.733592505296990494e+00
1.104909774309381865e+00,1.733037323627361292e+00
1.106215814913803941e+00,1.732483719950537182e+00
1.107513979979588781e+00,1.731932235064568726e+00
1.108803339063333615e+00,1.731383497491950862e+00
1.110084452699068081e+00,1.730837121298119063e+00
1.111357181014705819e+00,1.730293293340664063e+00
1.112620342699819576e+00,1.729752745565567018e+00
1.113874102256175780e+00,1.729215247801180855e+00
1.115118483776477598e+00,1.728680680332162600e+00
1.116353020190967493e+00,1.728149265407546320e+00
1.117577919697078093e+00,1.727620853747454444e+00
1.118793127535733900e+00,1.727095344844533420e+00
1.119998709083531052e+00,1.726572644125512923e+00
1.121194982170521826e+00,1.726052383283330105e+00
1.122382247328402194e+00,1.725534290110839697e+00
1.123559584780324583e+00,1.725018975105206964e+00
1.124726300711296867e+00,1.724506803080557038e+00
1.125883014448580299e+00,1.723997283186968987e+00
1.127029474639805962e+00,1.723490351536572485e+00
1.128165121021229567e+00,1.722986270673485310e+00
1.129290195891220039e+00,1.722484959588985065e+00
1.130404739458109820e+00,1.721986694311526289e+00
1.131507720377793680e+00,1.721492159899293606e+00
1.132599249977394029e+00,1.721001245067250052e+00
1.133679259992958155e+00,1.720514066986249979e+00
1.134747435241297397e+00,1.720030880279572294e+00
1.135803567425954563e+00,1.719551722327731458e+00
1.136847390233244992e+00,1.719076708961151390e+00
1.137878821259072026e+00,1.718606085659335037e+00
1.138897303047404108e+00,1.718140178991838019e+00
1.139903224094773515e+00,1.717678499011843440e+00
1.140896500280373704e+00,1.717221163495662450e+00
1.141876492476572968e+00,1.716768548621661949e+00
1.142843845514841750e+00,1.716319962834423674e+00
1.143798589825887779e+00,1.715875307909512593e+00
1.144740393468103523e+00,1.715434934955377244e+00
1.145669388855102167e+00,1.714998624212969780e+00
1.146585813616004534e+00,1.714566016337639054e+00
1.147489247083070651e+00,1.714137500181514007e+00
1.148379339455366077e+00,1.713713376822862067e+00
1.149256210211720974e+00,1.713293465249662972e+00
1.150120008994923948e+00,1.712877537682929940e+00
1.150970974499681887e+00,1.712465522622121039e+00
1.151808859009598507e+00,1.712057484997903556e+00
1.152633806986791631e+00,1.711653239382330938e+00
1.153445411704010715e+00,1.711253186801575010e+00
1.154243592477772973e+00,1.710857348167311498e+00
1.155028352284764637e+00,1.710465589123260521e+00
1.155799287888853000e+00,1.710078122830482883e+00
1.156556422008083729e+00,1.709695033324879931e+00
1.157299593679336436e+00,1.709316466032343440e+00
1.158028636041030346e+00,1.708942514231866827e+00
1.158743775221903194e+00,1.708573023926592604e+00
1.159445308145606424e+00,1.708207519858184975e+00
1.160132875363272920e+00,1.707846324689289208e+00
1.160806017167885784e+00,1.707489970443476279e+00
1.161464963285371965e+00,1.707138343486482857e+00
1.162109015043774507e+00,1.706791824443505634e+00
1.162738131047275525e+00,1.706450522845742945e+00
1.163352172594997791e+00,1.706114582479157260e+00
1.163950755162292516e+00,1.705784283723562167e+00
1.164534520367438875e+00,1.705459128595199880e+00
1.165103474048258869e+00,1.705138982953989801e+00
1.165657325807706091e+00,1.704824051398353024e+00
1.166196160852313479e+00,1.704514242191838447e+00
1.166720435875569617e+00,1.704209214112355042e+00
1.167230096182197752e+00,1.703909094194510088e+00
1.167725061319534463e+00,1.703613942962270533e+00
1.168205219089883729e+00,1.703323934844100274e+00
1.168669684221945504e+00,1.703039774051566813e+00
1.169118545998296232e+00,1.702761278258546174e+00
1.169551730644567744e+00,1.702488458464039400e+00
1.169969310590813771e+00,1.702221356269131736e+00
1.170371981724408483e+00,1.701959377763107018e+00
1.170759634090188461e+00,1.701702449690829955e+00
1.171131660904626504e+00,1.701450921252973592e+00
1.171488078366269558e+00,1.701204831801240269e+00
1.171830131781992135e+00,1.700963373549258861e+00
1.172157459591061546e+00,1.700726720055598884e+00
1.172470080198095399e+00,1.700495028914550177e+00
1.172768164470667784e+00,1.700268082433445516e+00
1.173051409069948425e+00,1.700045790094932396e+00
1.173320088831927288e+00,1.699828006703505423e+00
1.173574308263298782e+00,1.699614816913291859e+00
1.173814227729900406e+00,1.699406186570032729e+00
1.174039380401502575e+00,1.699202503916142248e+00
1.174249181343880677e+00,1.699004316879263676e+00
1.174444383387588609e+00,1.698811129252394414e+00
1.174624919627534458e+00,1.698623031063662303e+00
1.174789871725283374e+00,1.698440932948079629e+00
1.174939051553361757e+00,1.698264881474847998e+00
1.175072821931671285e+00,1.698094417211298168e+00
1.175190707073149321e+00,1.697930068972226980e+00
1.175292357608392013e+00,1.697772210756414824e+00
1.175377962892698580e+00,1.697620548338880431e+00
1.175448067288745069e+00,1.697474824392254389e+00
1.175502679859058208e+00,1.697335175406100127e+00
1.175541658884212248e+00,1.697201694115698434e+00
1.175565547445874159e+00,1.697074058386649487e+00
1.175573663297238891e+00,1.696952733746030617e+00
1.175565922874713065e+00,1.696837724243721812e+00
1.175542854977786655e+00,1.696728758383850844e+00
1.175504342254602541e+00,1.696625907406289935e+00
1.175451119359625984e+00,1.696528350772122939e+00
1.175383353345337945e+00,1.696435943218800535e+00
1.175301245780365988e+00,1.696348555483911724e+00
1.175205404366555628e+00,1.696265763807978111e+00
1.175095534185970791e+00,1.696187948660602185e+00
1.174971379202446320e+00,1.696115417937495318e+00
1.174832796463104900e+00,1.696047974997733299e+00
1.174680104502703326e+00,1.695985166044496895e+00
1.174512479258390307e+00,1.695928022729160434e+00
1.174329229404721620e+00,1.695877252652504108e+00
1.174131365064331023e+00,1.695832069184871838e+00
1.173919083838214972e+00,1.695792417316694500e+00
1.173691668946186706e+00,1.695759134291447978e+00
1.173449451336448401e+00,1.695732059530261848e+00
1.173193044600600699e+00,1.695710743141327415e+00
1.172922389741462901e+00,1.695695504045504398e+00
1.172637304641118483e+00,1.695686494031497071e+00
1.172337626371046104e+00,1.695683844838620447e+00
1.172023600476649774e+00,1.695687216524176533e+00
1.171695527702705020e+00,1.695696426177083938e+00
1.171352408705144343e+00,1.695712174963150076e+00
1.170995240425657391e+00,1.695733692118547742e+00
1.170624384419495234e+00,1.695760872869108926e+00
1.170238935850051565e+00,1.695794387271497339e+00
1.169839511522114073e+00,1.695833749670429880e+00
1.169426903660673034e+00,1.695878175194212689e+00
1.169000907546742685e+00,1.695927805230457386e+00
1.168560952600372627e+00,1.695983335577064821e+00
1.168107291178225315e+00,1.696044957856375879e+00
1.167639669298490279e+00,1.696112742664067863e+00
1.167157788861185264e+00,1.696186887473318583e+00
1.166661558970699009e+00,1.696267653408439768e+00
1.166151541154870408e+00,1.696354694291951404e+00
1.165627931558004038e+00,1.696448038827987448e+00
1.165090350943469133e+00,1.696548225381640185e+00
1.164538847194750426e+00,1.696655270373182534e+00
1.163973344779442032e+00,1.696769150153456529e+00
1.163394392049860837e+00,1.696889698824077142e+00
1.162801872074203935e+00,1.697016927404314757e+00
1.162195865847749809e+00,1.697150738947139414e+00
1.161576543006428430e+00,1.697291143862712515e+00
1.160943602563758725e+00,1.697438132127309762e+00
1.160297422132739786e+00,1.697591504496372528e+00
1.159637929469020223e+00,1.697751468398616792e+00
1.158965670185015506e+00,1.697917637567976090e+00
1.158280907847067054e+00,1.698089917883688349e+00
1.157583969109960975e+00,1.698268274124036470e+00
1.156874804051123418e+00,1.698452672541848951e+00
1.156153714031413759e+00,1.698642818378297559e+00
1.155420471376364722e+00,1.698839063231796009e+00
1.154675173778308750e+00,1.699041293668294816e+00
1.153918331568360101e+00,1.699249202949964843e+00
1.153149137870373542e+00,1.699463784312492232e+00
1.152367149448241923e+00,1.699685599298067951e+00
1.151573561138991675e+00,1.699913631851686313e+00
1.150769059762581703e+00,1.700147261284749911e+00
1.149953014324273770e+00,1.700387170538564030e+00
1.149125209661584934e+00,1.700633526533671169e+00
1.148286444301810594e+00,1.700885687452525330e+00
1.147436167971156884e+00,1.701144140095286472e+00
1.146574554960758219e+00,1.701408751713121337e+00
1.145701833111303802e+00,1.701679477984394673e+00
1.144817948397626184e+00,1.701956499116629828e+00
1.143923047402830573e+00,1.702239738816574421e+00
1.143017182650863495e+00,1.702529263806677129e+00
1.142100434429233591e+00,1.702825056456240826e+00
1.141172504583343184e+00,1.703127380319972684e+00
1.140233571587070172e+00,1.703436387468154400e+00
1.139283780737686991e+00,1.703752085067013811e+00
1.138323818729690240e+00,1.704074120030290462e+00
1.137354392936290814e+00,1.704402021009999491e+00
1.136374663808739083e+00,1.704736355509105517e+00
1.135384660549536129e+00,1.705077177690054624e+00
1.134384903200019945e+00,1.705424195098235174e+00
1.133375354980386440e+00,1.705777372910960210e+00
1.132356247323263121e+00,1.706136543472478895e+00
1.131328165956178911e+00,1.706501387940996484e+00
1.130290869189960690e+00,1.706872182891418399e+00
1.129243957328704084e+00,1.707249442971267683e+00
1.128188151135964823e+00,1.707632697114423115e+00
1.127123254292376142e+00,1.708022000066917512e+00
1.126049108883782068e+00,1.708417553136111877e+00
1.124965909906518569e+00,1.708819291100587945e+00
1.123874280146036186e+00,1.709226910434222368e+00
1.122774145635228704e+00,1.709640741041856815e+00
1.121665250623364196e+00,1.710061168383273600e+00
1.120548331387779095e+00,1.710487613582418076e+00
1.119423625536752676e+00,1.710919995209598587e+00
1.118291090347898864e+00,1.711358377728221303e+00
1.117150390477498423e+00,1.711802795499058005e+00
1.116001918171272589e+00,1.712252917279185160e+00
1.114847378070625838e+00,1.712707515728300045e+00
1.113686706464038778e+00,1.713166605276509102e+00
1.112520436696745385e+00,1.713629825079946212e+00
1.111348762374934518e+00,1.714097033621230448e+00
1.110171485085231113e+00,1.714568615729550993e+00
1.108988211459399187e+00,1.715044962592022548e+00
1.107798880876841752e+00,1.715526062997057455e+00
1.106603906810368132e+00,1.716011866769544758e+00
1.105403065160972753e+00,1.716502724911548317e+00
1.104196124686963154e+00,1.716999019071138388e+00
1.102983774772916314e+00,1.717500175509593330e+00
1.101766163380385022e+00,1.718006131026282191e+00
1.100542596888689939e+00,1.718517636981626406e+00
1.099313372533261335e+00,1.719034606752570138e+00
1.098078843196101717e+00,1.719556857162788388e+00
1.096839275760963073e+00,1.720084270741313759e+00
1.095595035413559959e+00,1.720616619047085960e+00
1.094345938599357471e+00,1.721154057586555375e+00
1.093092267958283070e+00,1.721696348009989386e+00
1.091834443063194771e+00,1.722243230822129822e+00
1.090572928637468131e+00,1.722794340003217073e+00
1.089307432088735927e+00,1.723349897792578078e+00
1.088038415965571382e+00,1.723909572709815929e+00
1.086766581414453814e+00,1.724472900800485098e+00
1.085491835765631574e+00,1.725040157424222231e+00
1.084214169071390454e+00,1.725611411645506577e+00
1.082934001416305358e+00,1.726186261053611615e+00
1.081651566665677633e+00,1.726764857507115281e+00
1.080366636238805800e+00,1.727347420605972461e+00
1.079079427446504313e+00,1.727933746379891389e+00
1.077789945526625104e+00,1.728523965172041876e+00
1.076498863431716302e+00,1.729117705267760430e+00
1.075206441019551873e+00,1.729714677512856236e+00
1.073912779023621589e+00,1.730314812406006153e+00
1.072618233782922870e+00,1.730917889510090957e+00
1.071323021176314727e+00,1.731523688033854702e+00
1.070028185541055832e+00,1.732131575612616103e+00
1.068733537010945422e+00,1.732741734809456036e+00
1.067439492760497766e+00,1.733353779666501504e+00
1.066145874614386369e+00,1.733967748810925746e+00
1.064852452105332414e+00,1.734583599700432632e+00
1.063560681155256482e+00,1.735200357864824738e+00
1.062270325305941787e+00,1.735818621362213543e+00
1.060981600591510920e+00,1.736438354840798004e+00
1.059695048031181530e+00,1.737058840954195160e+00
1.058411059908256568e+00,1.737680072276226451e+00
1.057129915424132260e+00,1.738301998228705125e+00
1.055852611600963442e+00,1.738923783578078197e+00
1.054578369855771802e+00,1.739546031806057824e+00
1.053306264199651787e+00,1.740169445284270422e+00
1.052036718131198034e+00,1.740793742178262882e+00
1.050769851745888772e+00,1.741418857708066037e+00
1.049506505699621783e+00,1.742044352934485341e+00
1.048247203326605259e+00,1.742669818693318051e+00
1.046992450862500590e+00,1.743295025865624126e+00
1.045741853032264856e+00,1.743920446088104814e+00
1.044495794096767183e+00,1.744545592707588577e+00
1.043254525072764949e+00,1.745170243733810356e+00
1.042017570229508916e+00,1.745794884699691130e+00
1.040785909902027795e+00,1.746418476337227244e+00
1.039559516109039627e+00,1.747041040154195590e+00
1.038338449988468470e+00,1.747662870340834340e+00
1.037122833324479965e+00,1.748283819959173924e+00
1.035914383466235433e+00,1.748902678926086862e+00
1.034713105094743346e+00,1.749519427860768639e+00
1.033518693835300706e+00,1.750134372475147693e+00
1.032332437866290142e+00,1.750746309647688737e+00
1.031154623981384688e+00,1.751354952120689923e+00
1.029984946382869193e+00,1.751960764977090745e+00
1.028823138960900829e+00,1.752563621181375320e+00
1.027670126738949419e+00,1.753162954775355775e+00
1.026525938902617341e+00,1.753759016771222701e+00
1.025391470400639937e+00,1.754351163347184439e+00
1.024266728486714628e+00,1.754939370206364702e+00
1.023151284095963787e+00,1.755524008439327988e+00
1.022046130294158139e+00,1.756104180934906278e+00
1.020951116838669126e+00,1.756679870337576332e+00
1.019866342190398401e+00,1.757251045524024446e+00
1.018792296122355223e+00,1.757817234046472610e+00
1.017729257961594191e+00,1.758378286538367696e+00
1.016677043119031731e+00,1.758934532351214663e+00
1.015636129869958992e+00,1.759485827698049842e+00
1.014607338176302109e+00,1.760031584056440002e+00
1.013590105721851042e+00,1.760572097214960552e+00
1.012585335395496777e+00,1.761106446150579652e+00
1.011593318955225529e+00,1.761634405638916157e+00
1.010614320401994393e+00,1.762156008672937535e+00
1.009648013645320308e+00,1.762671477793155361e+00
1.008694611447242373e+00,1.763180577069483501e+00
1.007754319961776446e+00,1.763683263101202714e+00
1.006827623216429268e+00,1.764179290291865376e+00
1.005914750845988914e+00,1.764668215042932475e+00
1.005015646506804083e+00,1.765150155000606791e+00
1.004130170850572323e+00,1.765625320277502075e+00
1.003259074111237714e+00,1.766092893777577055e+00
1.002402969710930014e+00,1.766552273151092534e+00
1.001562106898976845e+00,1.767003444439653403e+00
1.000736231712873181e+00,1.767446743078544991e+00
9.999259386654920645e-01,1.767881530469001872e+00
9.991320419559892585e-01,1.768307274080715530e+00
9.983541521760258552e-01,1.768724207770696610e+00
9.975922884323611406e-01,1.769132251436519532e+00
9.968470460383804799e-01,1.769531003725210550e+00
9.961182047110793691e-01,1.769920706033761171e+00
9.954064293936157881e-01,1.770300759766032739e+00
9.947116280667839261e-01,1.770671055911138270e+00
9.940342193239483093e-01,1.771031460638706312e+00
9.933740594301097016e-01,1.771382121782269170e+00
9.927314605387467239e-01,1.771722750450060113e+00
9.921070115256318545e-01,1.772052837667476011e+00
9.915006482067351135e-01,1.772372462182774555e+00
9.909120150196306653e-01,1.772681951370275399e+00
9.903415572117958421e-01,1.772980830725087831e+00
9.897898715263525604e-01,1.773268492579128663e+00
9.892568470147365955e-01,1.773545067836503675e+00
9.887428870984152907e-01,1.773810333324985944e+00
9.882481763528812024e-01,1.774064131679019329e+00
9.877731516340412243e-01,1.774306055693330109e+00
9.873180854333151180e-01,1.774535857850037202e+00
9.868829904402151021e-01,1.774753611823375099e+00
9.864682837066306442e-01,1.774958931062275092e+00
9.860734414405979420e-01,1.775152204467255856e+00
9.856987334353325414e-01,1.775333186544318487e+00
9.853441212624343137e-01,1.775501911879650452e+00
9.850093387625646901e-01,1.775658456031668608e+00
9.846946572233692407e-01,1.775802605601049411e+00
9.843994372245937763e-01,1.775935176580098140e+00
9.841246971276474964e-01,1.776055425014841260e+00
9.838704219728393596e-01,1.776163166714077590e+00
9.836366894463342003e-01,1.776258194602884588e+00
9.834229173578462602e-01,1.776341058255141103e+00
9.832293181180489228e-01,1.776411635652905385e+00
9.830560152849248112e-01,1.776469764068499213e+00
9.829033195275818091e-01,1.776515169335076694e+00
9.827715014722918641e-01,1.776547595405839175e+00
9.826603245671039488e-01,1.776567100172619540e+00
9.825706216183091035e-01,1.776573024949734458e+00
9.825015634158621447e-01,1.776566201058840999e+00
9.824530955499702900e-01,1.776546794991872513e+00
9.824262274292721031e-01,1.776513840725846949e+00
9.824200839471172175e-01,1.776467908565775078e+00
9.824348374255431615e-01,1.776408954779767901e+00
9.824707422018573721e-01,1.776336638895202658e+00
9.825283085031675245e-01,1.776250544573815704e+00
9.826067725631387750e-01,1.776151353857332360e+00
9.827063250925418547e-01,1.776038945011835013e+00
9.828269383146585048e-01,1.775913242854678664e+00
9.829689692264691470e-01,1.775773974922751686e+00
9.831319577287328526e-01,1.775621672459821720e+00
9.833165474315812560e-01,1.775455527845593240e+00
9.835227959030136136e-01,1.775275283349576849e+00
9.837502911776675463e-01,1.775081329315478129e+00
9.839994191837044824e-01,1.774873298764131802e+00
9.842695986912954886e-01,1.774651777711018896e+00
9.845607998549217310e-01,1.774417019060515299e+00
9.848718755117080725e-01,1.774169802569510068e+00
9.852023660965063545e-01,1.773910452136308047e+00
9.855533183029219213e-01,1.773638129010284059e+00
9.859247732948431819e-01,1.773352813193797006e+00
9.863167064658170391e-01,1.773054651436576812e+00
9.867281916384422757e-01,1.772744284177592888e+00
9.871588004666420613e-01,1.772422107834233040e+00
9.876083119592430348e-01,1.772088263263185359e+00
9.880770465505023248e-01,1.771742460538291652e+00
9.885643970522535184e-01,1.771385176746156809e+00
9.890702198413556800e-01,1.771016433156069603e+00
9.895947570128724724e-01,1.770636162947117009e+00
9.901381054548030747e-01,1.770244398520744999e+00
9.906991757239498320e-01,1.769841742037130627e+00
9.912779737697817728e-01,1.769428106186965888e+00
9.918750400757807562e-01,1.769003281922164827e+00
9.924889254194104726e-01,1.768568436261550580e+00
9.931204693574436915e-01,1.768123085866498467e+00
9.937691570195744672e-01,1.767667590922458398e+00
9.944351475927282191e-01,1.767201752199431875e+00
9.951180916518916897e-01,1.766725766529087416e+00
9.958178891176346914e-01,1.766239577265510396e+00
9.965348273506414722e-01,1.765742860003703285e+00
9.972683019964981854e-01,1.765236213766707252e+00
9.980183450600674799e-01,1.764719717731001225e+00
9.987846141188692073e-01,1.764193390364463321e+00
9.995675972148057031e-01,1.763656936967318511e+00
1.000366673919373062e+00,1.763110958894523739e+00
1.001181935395439870e+00,1.762555311816630610e+00
1.002013028307599862e+00,1.761990083933269391e+00
1.002859582900636148e+00,1.761415398033065127e+00
1.003721716022524912e+00,1.760831173722827048e+00
1.004598912873568617e+00,1.760238131586113752e+00
1.005489772194110509e+00,1.759637589588378681e+00
1.006394028491984560e+00,1.759029650136425760e+00
1.007312643551085074e+00,1.758413674445020058e+00
1.008244112702350703e+00,1.757790794752797092e+00
1.009188829416943767e+00,1.757160783391967129e+00
1.010147053467127076e+00,1.756523318975796499e+00
1.011118368517491373e+00,1.755878587405726110e+00
1.012102236332259597e+00,1.755227032930471776e+00
1.013097992602159714e+00,1.754569135303863048e+00
1.014105767971572147e+00,1.753904773583526921e+00
1.015126163756619793e+00,1.753233561772163718e+00
1.016159338555412850e+00,1.752555281099279494e+00
1.017203565566827450e+00,1.751871163008884791e+00
1.018259880059189770e+00,1.751180509200739754e+00
1.019327212911769864e+00,1.750484174879564536e+00
1.020404320578531365e+00,1.749783210874366945e+00
1.021491463971127445e+00,1.749077383387501960e+00
1.022589143426686498e+00,1.748366216180159638e+00
1.023696473002636775e+00,1.747650615082370962e+00
1.024812843624253622e+00,1.746931144578090400e+00
1.025938691010887194e+00,1.746207495465490478e+00
1.027072850999704468e+00,1.745480524487452945e+00
1.028215853493493759e+00,1.744749939678447381e+00
1.029367848775418093e+00,1.744015543572555060e+00
1.030527761644800977e+00,1.743278057055827723e+00
1.031695327886436031e+00,1.742537668356911595e+00
1.032870071507681287e+00,1.741794717821923522e+00
1.034051679591399431e+00,1.741049197842440055e+00
1.035240507267889853e+00,1.740300774673108064e+00
1.036436483095214856e+00,1.739549815714255931e+00
1.037638336813568873e+00,1.738797347404098526e+00
1.038846818478494249e+00,1.738042715064033628e+00
1.040061962696300357e+00,1.737285972986479354e+00
1.041283434484684411e+00,1.736527235970555028e+00
1.042510603445162998e+00,1.735766844302078393e+00
1.043743381072104182e+00,1.735004917001880642e+00
1.044982079853361112e+00,1.734241336513635545e+00
1.046226337692451880e+00,1.733476361252026976e+00
1.047475641170278582e+00,1.732710468466336140e+00
1.048729381289764007e+00,1.731944143879506681e+00
1.049987848136880064e+00,1.731176992260641700e+00
1.051250689777685432e+00,1.730409296540933006e+00
1.052517314504824553e+00,1.729641701384045938e+00
1.053787704587159979e+00,1.728874081470914925e+00
1.055061868940968317e+00,1.728106331349783309e+00
1.056338795562912436e+00,1.727339237692443685e+00
1.057619111934312350e+00,1.726572176732910746e+00
1.058902335340171641e+00,1.725805568786626720e+00
1.060187907220093484e+00,1.725039938348984947e+00
1.061476294340250037e+00,1.724274685273100349e+00
1.062767187244199940e+00,1.723510185649366422e+00
1.064059763544779491e+00,1.722747227918531188e+00
1.065353239611391833e+00,1.721986321472142034e+00
1.066648289784310144e+00,1.721226797920902163e+00
1.067944804966398653e+00,1.720468720720254474e+00
1.069242615365469273e+00,1.719712212034331333e+00
1.070541692106929732e+00,1.718957449836753693e+00
1.071840795710412131e+00,1.718205493287595420e+00
1.073139625611956971e+00,1.717456221962496699e+00
1.074438369772133584e+00,1.716709401778756527e+00
1.075736964130046269e+00,1.715965088996098675e+00
1.077035238838372821e+00,1.715223412889706811e+00
1.078333463030392236e+00,1.714484126114696361e+00
1.079631213089139896e+00,1.713747562072590158e+00
1.080928515599632656e+00,1.713013775880112055e+00
1.082225178485518358e+00,1.712282724029424053e+00
1.083521161410554434e+00,1.711554432425912653e+00
1.084816800366283029e+00,1.710828592523786496e+00
1.086111512031351811e+00,1.710105472479872990e+00
1.087404532674141056e+00,1.709385732811961267e+00
1.088695457850856529e+00,1.708669819552921076e+00
1.089984596561943242e+00,1.707957253525172803e+00
1.091272123275089045e+00,1.707248086250481522e+00
1.092557890325721814e+00,1.706542512587765348e+00
1.093841924166062407e+00,1.705840255910022751e+00
1.095123464060535401e+00,1.705141696964339149e+00
1.096401936250784415e+00,1.704447367651054757e+00
1.097677546185669373e+00,1.703757011105122565e+00
1.098950145079325535e+00,1.703070595675681087e+00
1.100219758676062698e+00,1.702388209631019889e+00
1.101485888411206648e+00,1.701710294603542950e+00
1.102748140180222380e+00,1.701037176961988751e+00
1.104005708636457861e+00,1.700369214122409822e+00
1.105258603338433954e+00,1.699706626471063853e+00
1.106507385487500272e+00,1.699049093771545449e+00
1.107751888345908542e+00,1.698396456456359171e+00
1.108991280982079219e+00,1.697749402235818383e+00
1.110225290823605881e+00,1.697108177482014257e+00
1.111454320428762799e+00,1.696472551876391677e+00
1.112678319146082284e+00,1.695842507438211078e+00
1.113896479418278851e+00,1.695218691052571280e+00
1.115109034565247681e+00,1.694600706493361253e+00
1.116315714641981982e+00,1.693988514314716420e+00
1.117516423247223001e+00,1.693382150983073320e+00
1.118710904710879639e+00,1.692781852451534563e+00
1.119899176012274733e+00,1.692187793552874409e+00
1.121081490825220017e+00,1.691599698648219130e+00
1.122257871544523722e+00,1.691017085249719498e+00
1.123428279493492665e+00,1.690440162719274664e+00
1.124591388811156722e+00,1.689870155241224081e+00
1.125747705502326168e+00,1.689306298939903916e+00
1.126897578758726537e+00,1.688748370491797601e+00
1.128039113458853659e+00,1.688197946664244498e+00
1.129172267074494806e+00,1.687655006953100001e+00
1.130297971842007199e+00,1.687118789820837961e+00
1.131415399246992193e+00,1.686590111241232703e+00
1.132524178400100334e+00,1.686069218144062409e+00
1.133624540598516584e+00,1.685555802102459699e+00
1.134716029867375076e+00,1.685050115283449168e+00
1.135798547720965335e+00,1.684552233962806067e+00
1.136871463912453972e+00,1.684062679140590379e+00
1.137935189507393474e+00,1.683581061337644957e+00
1.138989423542967838e+00,1.683107525118265890e+00
1.140033676273611407e+00,1.682642392866861014e+00
1.141068585136729263e+00,1.682185163192846833e+00
1.142093912944614154e+00,1.681735971186244738e+00
1.143110280608410356e+00,1.681294292060235174e+00
1.144117220855154438e+00,1.680860463939404470e+00
1.145114360539271070e+00,1.680434763740179305e+00
1.146101552649912980e+00,1.680017423645688179e+00
1.147078042134698661e+00,1.679609057468371969e+00
1.148044119403747398e+00,1.679209368492852406e+00
1.148999858460420853e+00,1.678818024469451275e+00
1.149945221576077703e+00,1.678434984836560728e+00
1.150879947574460660e+00,1.678060348993211104e+00
1.151803845817276795e+00,1.677694389064603442e+00
1.152716914659451364e+00,1.677337196361454064e+00
1.153618838195114238e+00,1.676989181181516964e+00
1.154509081874930176e+00,1.676650436659171906e+00
1.155388573124705331e+00,1.676320062582012271e+00
1.156257379111510497e+00,1.675997899856938478e+00
1.157114581281499799e+00,1.675684591837731441e+00
1.157960050588784373e+00,1.675380514181464164e+00
1.158793672784401707e+00,1.675085544997919840e+00
1.159615899111211101e+00,1.674799293885527840e+00
1.160426978395286080e+00,1.674521535821846596e+00
1.161227001981208096e+00,1.674252041254685075e+00
1.162016498910049211e+00,1.673990296786433962e+00
1.162795554846200119e+00,1.673736109410884465e+00
1.163563857156043602e+00,1.673489763511038397e+00
1.164321233391677035e+00,1.673251312446487393e+00
1.165067887064315633e+00,1.673020462328293378e+00
1.165804251430174299e+00,1.672796694488323910e+00
1.166530467477913557e+00,1.672579840095444359e+00
1.167245922470408370e+00,1.672370145503855765e+00
1.167951155935347263e+00,1.672167301060856204e+00
1.168645760889463148e+00,1.671971449693362421e+00
1.169330162855735766e+00,1.671782296192099615e+00
1.170004921688868826e+00,1.671599294382544620e+00
