d_donor_A,d_acceptor_A
1.040019822589841381e+00,1.532865296194948490e+00
1.038602575351335489e+00,1.534488686438262528e+00
1.037194976176004646e+00,1.536108648436415702e+00
1.035797802979921078e+00,1.537724639214090416e+00
1.034412610682078126e+00,1.539335211639824674e+00
1.033038965170001156e+00,1.540941004085900623e+00
1.031677032684515272e+00,1.542542097966415504e+00
1.030326982473881214e+00,1.544138222699940277e+00
1.028988287226873855e+00,1.545729845375602318e+00
1.027662038104036446e+00,1.547316135395572001e+00
1.026348782894846545e+00,1.548896293249535150e+00
1.025047897566913724e+00,1.550471019160624797e+00
1.023759586865660376e+00,1.552040353645264936e+00
1.022484919106088519e+00,1.553603253858653277e+00
1.021224379037175778e+00,1.555159237497131697e+00
1.019978359512622390e+00,1.556708098116655670e+00
1.018746999690977262e+00,1.558249770773080023e+00
1.017529651537727897e+00,1.559784933695824050e+00
1.016326503104187040e+00,1.561313443459763750e+00
1.015137986035150375e+00,1.562834704163271304e+00
1.013965082488814895e+00,1.564348079739856345e+00
1.012806794894855367e+00,1.565854691765012907e+00
1.011665542384031946e+00,1.567352610589970441e+00
1.010540980342816475e+00,1.568842128770520761e+00
1.009432454592206652e+00,1.570323508352430730e+00
1.008341344676147777e+00,1.571795381357530053e+00
1.007267191490487157e+00,1.573258151526988113e+00
1.006209115193793524e+00,1.574712948477479335e+00
1.005168625642246738e+00,1.576158294243642732e+00
1.004148074970002247e+00,1.577592397912474631e+00
1.003145236557857700e+00,1.579017306727747982e+00
1.002159957231419485e+00,1.580433087419646387e+00
1.001193407582029016e+00,1.581838653720444299e+00
1.000245580228975806e+00,1.583234082132033649e+00
9.993170817952198304e-01,1.584618898569638779e+00
9.984077889854000576e-01,1.585993141223255076e+00
9.975183150601110160e-01,1.587356638939289466e+00
9.966478829552848362e-01,1.588709846144827020e+00
9.957976386887891218e-01,1.590052049779584697e+00
9.949676647382326156e-01,1.591383530527735068e+00
9.941586743625103750e-01,1.592703103775210405e+00
9.933703143314307482e-01,1.594011020905575782e+00
9.926016620515873967e-01,1.595308392360745842e+00
9.918542863474714144e-01,1.596593789132754848e+00
9.911285306384587379e-01,1.597866761453744067e+00
9.904245224912702206e-01,1.599127570767491457e+00
9.897416852173341884e-01,1.600376370058364417e+00
9.890807478667971164e-01,1.601612687199242435e+00
9.884411375844668335e-01,1.602837056543984673e+00
9.878227017635193841e-01,1.604049571480703928e+00
9.872267366514478892e-01,1.605249505369109375e+00
9.866523686167812945e-01,1.606437504295203711e+00
9.860997415059009619e-01,1.607613534096613117e+00
9.855691639510438806e-01,1.608777501602346893e+00
9.850610394658748659e-01,1.609929018431308645e+00
9.845750544955199635e-01,1.611068320123318687e+00
9.841118976007845465e-01,1.612194750269127619e+00
9.836715961689980192e-01,1.613308237560289848e+00
9.832545069547624639e-01,1.614408339465632336e+00
9.828611892677271422e-01,1.615494628770988372e+00
9.824908363175861581e-01,1.616567912453738876e+00
9.821444886369065097e-01,1.617627407089151204e+00
9.818226224044874773e-01,1.618672596439311384e+00
9.815246826546911718e-01,1.619704010006640882e+00
9.812507500639638947e-01,1.620721492791789231e+00
9.810013144412766950e-01,1.621724712428227466e+00
9.807757090289516144e-01,1.622714200430157572e+00
9.805744905768192243e-01,1.623689579505338543e+00
9.803976918655002981e-01,1.624650935917227867e+00
9.802448091879941705e-01,1.625598717803186766e+00
9.801163090426359137e-01,1.626532502253383639e+00
9.800112873053116180e-01,1.627453084148533957e+00
9.799293158747993671e-01,1.628360849915136743e+00
9.798711964916800854e-01,1.629255112265106442e+00
9.798373865410657801e-01,1.630135188128017276e+00
9.798279324355425590e-01,1.631001267100255392e+00
9.798415932655636373e-01,1.631854439035290705e+00
9.798797825940290807e-01,1.632693550919604331e+00
9.799418639404264830e-01,1.633518930240174249e+00
9.800279484734356616e-01,1.634330347843391262e+00
9.801381891251902401e-01,1.635127618088257906e+00
9.802715140663800231e-01,1.635911916929712717e+00
9.804289032104357426e-01,1.636682692552873020e+00
9.806094005857458606e-01,1.637440530118793092e+00
9.808132093053995026e-01,1.638185252638784783e+00
9.810400323055347149e-01,1.638917087986284660e+00
9.812897552369339582e-01,1.639636142282280495e+00
9.815635071984806226e-01,1.640341479319824547e+00
9.818600256865643860e-01,1.641033951037599303e+00
9.821795401988784313e-01,1.641713524651602807e+00
9.825208532852066634e-01,1.642380938333098284e+00
9.828843645708466026e-01,1.643035982633030079e+00
9.832705539673327610e-01,1.643678351954489969e+00
9.836792722567267999e-01,1.644308302785500553e+00
9.841105998133291566e-01,1.644925443714120750e+00
9.845641215656020240e-01,1.645530062283683481e+00
9.850390203079598672e-01,1.646122760190514178e+00
9.855357838861834585e-01,1.646702899850695623e+00
9.860542914023484595e-01,1.647270496545639284e+00
9.865937810338492042e-01,1.647826485607604363e+00
9.871547158499116570e-01,1.648370524578832264e+00
9.877367287790401740e-01,1.648902580888635505e+00
9.883397462333414207e-01,1.649422664235284497e+00
9.889640645773261074e-01,1.649930386984252539e+00
9.896091225183698548e-01,1.650426360505976131e+00
9.902746211828422629e-01,1.650911157609207480e+00
9.909598792137636059e-01,1.651384803257865519e+00
9.916653831343181791e-01,1.651846941500626054e+00
9.923904686937347064e-01,1.652298089114353496e+00
9.931342125180877556e-01,1.652738950027841991e+00
9.938969453821678846e-01,1.653169473135102985e+00
9.946785094800525417e-01,1.653589680173980891e+00
9.954786520402878480e-01,1.653999540118021416e+00
9.962969955691853841e-01,1.654399154021324092e+00
9.971327342504469060e-01,1.654788971192203917e+00
9.979856638396077395e-01,1.655169570558758130e+00
9.988556697185470012e-01,1.655540990755344888e+00
9.997424940653258929e-01,1.655903090433828773e+00
1.000645967331397657e+00,1.656256035775417690e+00
1.001565826869069920e+00,1.656599916299738684e+00
1.002501376585859250e+00,1.656935312665933413e+00
1.003452101226260940e+00,1.657262765595198584e+00
1.004417896435283009e+00,1.657581935205192369e+00
1.005398458699526376e+00,1.657892728463204568e+00
1.006394183684522936e+00,1.658195116037089356e+00
1.007404171474661103e+00,1.658489966154198969e+00
1.008428246266383610e+00,1.658777206607717991e+00
1.009465641224529309e+00,1.659057337626757889e+00
1.010515848728836819e+00,1.659330467676193521e+00
1.011579691299638428e+00,1.659595987556510277e+00
1.012655815590777886e+00,1.659854794973978365e+00
1.013744384426985112e+00,1.660106564963465203e+00
1.014845458195783312e+00,1.660350958419965162e+00
1.015958196472071418e+00,1.660588670046598603e+00
1.017081961786160393e+00,1.660820492924400815e+00
1.018216801377094027e+00,1.661046275895588176e+00
1.019363026761483937e+00,1.661265680042030901e+00
1.020520025477617665e+00,1.661479068639916790e+00
1.021687157298827753e+00,1.661686474309117090e+00
1.022864330297047930e+00,1.661887899368843291e+00
1.024051341420441741e+00,1.662083639141684666e+00
1.025247760618863690e+00,1.662273884086567843e+00
1.026454650183343364e+00,1.662457602843338655e+00
1.027671026606254978e+00,1.662635481628646161e+00
1.028895408170361847e+00,1.662808638571304787e+00
1.030127759209777283e+00,1.662976972991732749e+00
1.031368107994253158e+00,1.663140566863085423e+00
1.032615983937069437e+00,1.663299772389200459e+00
1.033871133730689396e+00,1.663454480605636610e+00
1.035133784253165601e+00,1.663604120657041552e+00
1.036402250871173214e+00,1.663749862390648815e+00
1.037675621799668546e+00,1.663892787615771196e+00
1.038954446726457093e+00,1.664032207527806895e+00
1.040239290671527650e+00,1.664167674085837989e+00
1.041529168718589471e+00,1.664299579724797251e+00
1.042823694729857031e+00,1.664427993363173819e+00
1.044122906681849150e+00,1.664552772542556625e+00
1.045426131351298249e+00,1.664674606591132422e+00
1.046731749381405230e+00,1.664794823528206846e+00
1.048040254358177714e+00,1.664912779540614007e+00
1.049351742253081143e+00,1.665028172883016744e+00
1.050665728358608719e+00,1.665141233757206685e+00
1.051982651158787307e+00,1.665251424771945210e+00
1.053301984082794851e+00,1.665359020531941292e+00
1.054623345038700588e+00,1.665464410552776053e+00
1.055945682128420104e+00,1.665567957415130751e+00
1.057268880025192370e+00,1.665669474366310299e+00
1.058593278987889574e+00,1.665768859582405170e+00
1.059918140977310630e+00,1.665866548444741024e+00
1.061243300764147302e+00,1.665962562695475713e+00
1.062568761313986254e+00,1.666056687336426867e+00
1.063894434616855067e+00,1.666148759932587264e+00
1.065219991349369844e+00,1.666238840016441847e+00
1.066546190367753111e+00,1.666326701216434447e+00
1.067871466353898624e+00,1.666413269129542574e+00
1.069195759195894047e+00,1.666498390470774416e+00
1.070519161401348729e+00,1.666581805275784589e+00
1.071840666705418110e+00,1.666664019149469045e+00
1.073160551205769808e+00,1.666744818796494831e+00
1.074479060413104037e+00,1.666824226886955529e+00
1.075795711701647006e+00,1.666902712558689048e+00
1.077109499787676228e+00,1.666980732576352597e+00
1.078419664832320990e+00,1.667058434825410496e+00
1.079726164593763915e+00,1.667135649045874857e+00
1.081028560982297382e+00,1.667212450582326699e+00
1.082327751577659480e+00,1.667288225800952484e+00
1.083622841054594055e+00,1.667363498391218890e+00
1.084912906567819135e+00,1.667438730399573243e+00
1.086198552406946183e+00,1.667513406548344124e+00
1.087478881963310107e+00,1.667587989760005440e+00
1.088754084222400609e+00,1.667662274531940936e+00
1.090024221753115752e+00,1.667736227065012011e+00
1.091288642526569763e+00,1.667810427294952769e+00
1.092546993335053784e+00,1.667884838523821633e+00
1.093799154972500798e+00,1.667959463585063418e+00
1.095044830492044152e+00,1.668034453203391054e+00
1.096283793360546488e+00,1.668109742690556896e+00
1.097516990987332353e+00,1.668184762354171680e+00
1.098743396555399876e+00,1.668259826006708746e+00
1.099962672201819203e+00,1.668335113246441903e+00
1.101174841219905387e+00,1.668410534218833119e+00
1.102379723726324423e+00,1.668485987720826458e+00
1.103576765815271532e+00,1.668561773252826397e+00
1.104765315895579914e+00,1.668638305732051963e+00
1.105946818065005388e+00,1.668714714379211150e+00
1.107120153703564647e+00,1.668791394385029436e+00
1.108284412283492282e+00,1.668868696847778388e+00
1.109440302236255338e+00,1.668946090047236153e+00
1.110587335675348175e+00,1.669023738825740732e+00
1.111724725749257736e+00,1.669102224398966383e+00
1.112852163619582502e+00,1.669181946948339323e+00
1.113970252631913516e+00,1.669262515175286454e+00
1.115079136475984889e+00,1.669343689638347117e+00
1.116178028692118351e+00,1.669425933059825340e+00
1.117266557167505781e+00,1.669509442313507730e+00
1.118344649434815263e+00,1.669594109562898554e+00
1.119412583795660332e+00,1.669679777608374716e+00
1.120469778408126782e+00,1.669766690847688029e+00
1.121516087941239803e+00,1.669854698284715333e+00
1.122551765082009823e+00,1.669943300504291850e+00
1.123576510686042917e+00,1.670032355563400017e+00
1.124590405790322656e+00,1.670121679721199293e+00
1.125593843759114643e+00,1.670210916263884293e+00
1.126586957837001357e+00,1.670299935451696527e+00
1.127569366460529299e+00,1.670389003156921071e+00
1.128540719673404968e+00,1.670478257849221659e+00
1.129500957947369155e+00,1.670567778004275805e+00
1.130449848121014123e+00,1.670657795812444446e+00
1.131387097126210994e+00,1.670748209256571304e+00
1.132312580060631513e+00,1.670838872168310507e+00
1.133225785340733038e+00,1.670930211176018254e+00
1.134125628185798762e+00,1.671022897002764296e+00
1.135012438701535897e+00,1.671116711024370538e+00
1.135886295402907198e+00,1.671211647220069541e+00
1.136746962392929161e+00,1.671308028855741812e+00
1.137594415023934324e+00,1.671406162126022332e+00
1.138427974714999236e+00,1.671506349470079700e+00
1.139247878781718626e+00,1.671608253698674718e+00
1.140053881611736930e+00,1.671711742962692870e+00
1.140846128666260784e+00,1.671816399058096314e+00
1.141624843285811819e+00,1.671922002132177454e+00
1.142389432817120909e+00,1.672028758012028105e+00
1.143140156157364862e+00,1.672136359985705090e+00
1.143877341998335684e+00,1.672244572695177123e+00
1.144600909261657140e+00,1.672353348698287556e+00
1.145311168799145296e+00,1.672462562944699860e+00
1.146008398518264082e+00,1.672572051950274030e+00
1.146692022422696855e+00,1.672681989840109518e+00
1.147362048651813238e+00,1.672792374466049115e+00
1.148018915345658364e+00,1.672902858318251917e+00
1.148661711071477409e+00,1.673013832929913125e+00
1.149290248813635174e+00,1.673125286524747235e+00
1.149904343192540424e+00,1.673237238634885715e+00
1.150503832641900592e+00,1.673349785435011894e+00
1.151089182292439617e+00,1.673462813553625583e+00
1.151659479826985910e+00,1.673577003615156045e+00
1.152214557892437874e+00,1.673692517118738454e+00
1.152754949793283412e+00,1.673809062146436100e+00
1.153280338544749650e+00,1.673926490725272664e+00
1.153790871228171255e+00,1.674044751252984797e+00
1.154286305093175091e+00,1.674164087151855052e+00
1.154765916472913823e+00,1.674284931714739244e+00
1.155229485273202350e+00,1.674407372904817892e+00
1.155678418418068398e+00,1.674530343682434363e+00
1.156112233236606723e+00,1.674654049625984742e+00
1.156529824358450753e+00,1.674779013224629631e+00
1.156932455464892984e+00,1.674904443154474176e+00
1.157319626924780298e+00,1.675030796342729111e+00
1.157690842266772879e+00,1.675158469675626538e+00
1.158046358758453964e+00,1.675287072872215344e+00
1.158386510055442686e+00,1.675416424134197557e+00
1.158711032849735201e+00,1.675546865138982877e+00
1.159020023783702724e+00,1.675678275931927752e+00
1.159313820201173462e+00,1.675810387387527411e+00
1.159591394507091922e+00,1.675943760633757718e+00
1.159852676143813488e+00,1.676078292173249329e+00
1.160097860799984337e+00,1.676213718300620936e+00
1.160326974455510030e+00,1.676350038037918821e+00
1.160540854943578948e+00,1.676486890701653243e+00
1.160739226612647501e+00,1.676624444898525024e+00
1.160921506524339897e+00,1.676763360401759106e+00
1.161086873424641785e+00,1.676904365339348946e+00
1.161236166915710299e+00,1.677046658235023857e+00
1.161370007627255063e+00,1.677189756423696165e+00
1.161488139477289350e+00,1.677333720891579061e+00
1.161590677230301738e+00,1.677478265161168824e+00
1.161676911155232084e+00,1.677623911550453428e+00
1.161746935817526971e+00,1.677770789420601094e+00
1.161800868148674448e+00,1.677918667372797490e+00
1.161838781505668550e+00,1.678067373691650488e+00
1.161861397585252753e+00,1.678216783466546680e+00
1.161867449727752133e+00,1.678367597324274207e+00
1.161857104576401234e+00,1.678519612340837686e+00
1.161831074757460724e+00,1.678672334329133431e+00
1.161789542051319568e+00,1.678825509411431716e+00
1.161732337838022655e+00,1.678979253168065844e+00
1.161659372832241965e+00,1.679133532047751176e+00
1.161570939364847455e+00,1.679288204249087091e+00
1.161466931998835328e+00,1.679443420655071018e+00
1.161347100341128868e+00,1.679599377952388783e+00
1.161210699129729296e+00,1.679756814882104488e+00
1.161057605477678889e+00,1.679915969282823607e+00
1.160888185827745112e+00,1.680076702542725675e+00
1.160702459831307376e+00,1.680239265214628741e+00
1.160500537335946492e+00,1.680403568114470447e+00
1.160282501471163075e+00,1.680569434086025771e+00
1.160048034411897966e+00,1.680737191388059992e+00
1.159796942419289767e+00,1.680906893289936255e+00
1.159530814807740784e+00,1.681077182389176583e+00
1.159249934132645876e+00,1.681247952286488268e+00
1.158953183493005801e+00,1.681420197777037551e+00
1.158640756168335617e+00,1.681593605371118016e+00
1.158312446452479438e+00,1.681768139405864337e+00
1.157968615737276386e+00,1.681943751987292179e+00
1.157609678508943141e+00,1.682120146756565626e+00
1.157235009146779348e+00,1.682297782250349538e+00
1.156845015576911884e+00,1.682476705954689455e+00
1.156439644968724201e+00,1.682657102189148546e+00
1.156018374287423933e+00,1.682839254598617496e+00
1.155581714243929747e+00,1.683022697536548984e+00
1.155129891273387610e+00,1.683207143848092224e+00
1.154662604981335106e+00,1.683392854406605021e+00
1.154179753016829402e+00,1.683580167414280293e+00
1.153681990788902212e+00,1.683768966465974071e+00
1.153168659167826515e+00,1.683959845551145751e+00
1.152639483603148163e+00,1.684153184038053919e+00
1.152095278683498591e+00,1.684348373560418999e+00
1.151536569790087228e+00,1.684544741164239579e+00
1.150963381584805489e+00,1.684742319488523377e+00
1.150375809674591521e+00,1.684941151998257558e+00
1.149773916020129905e+00,1.685141146607299856e+00
1.149157385737240133e+00,1.685342710410922873e+00
1.148526832704076961e+00,1.685545448889020470e+00
1.147882204142150808e+00,1.685749426457979316e+00
1.147222953339449125e+00,1.685955020836740648e+00
1.146549815990365984e+00,1.686161460976965509e+00
1.145862915577732899e+00,1.686368804170635949e+00
1.145161964446345548e+00,1.686577374115636241e+00
1.144447065785514805e+00,1.686787221037447271e+00
1.143718762211446194e+00,1.686998418101805175e+00
1.142976831807085869e+00,1.687211092873878604e+00
1.142221196061547150e+00,1.687425488090583015e+00
1.141452011899063201e+00,1.687641721680724682e+00
1.140668589357837437e+00,1.687860121177634065e+00
1.139870824778805414e+00,1.688080938816820975e+00
1.139058816071720326e+00,1.688304330042784018e+00
1.138232650047505290e+00,1.688530339877390318e+00
1.137392725548046268e+00,1.688759154574005938e+00
1.136538954235914112e+00,1.688991074196562581e+00
1.135671950242133965e+00,1.689225414457455443e+00
1.134792063021849540e+00,1.689461854316090417e+00
1.133899158815324437e+00,1.689700490485957385e+00
1.132993536930128942e+00,1.689941040443408315e+00
1.132075868402596219e+00,1.690182953845358771e+00
1.131146147121139478e+00,1.690426229356862819e+00
1.130204025986415672e+00,1.690671089394491844e+00
1.129250286643914025e+00,1.690917293492816942e+00
1.128284508317962898e+00,1.691165426472124311e+00
1.127307243239667134e+00,1.691415067083077428e+00
1.126319122843729259e+00,1.691665648580192638e+00
1.125319616423383184e+00,1.691917614008577875e+00
1.124309152456929084e+00,1.692170863210127996e+00
1.123288104670597143e+00,1.692425463539970920e+00
1.122257231769348662e+00,1.692681116123379015e+00
1.121216286168908338e+00,1.692937593818200970e+00
1.120165281499434506e+00,1.693194881988904221e+00
1.119103894189862114e+00,1.693453458398418876e+00
1.118032025545287578e+00,1.693713560329816126e+00
1.116950144000555367e+00,1.693975462427201872e+00
1.115857393488958405e+00,1.694240095643553046e+00
1.114754077149332501e+00,1.694507165391110348e+00
1.113640562302921300e+00,1.694776335589981420e+00
1.112517015582316526e+00,1.695047676090480460e+00
1.111384296878111577e+00,1.695320426535187552e+00
1.110242734831686562e+00,1.695594437138215227e+00
1.109092158921366922e+00,1.695870221616627926e+00
1.107932199378841576e+00,1.696148020541825119e+00
1.106763679885859331e+00,1.696427279545853484e+00
1.105586733448015169e+00,1.696707956431699582e+00
1.104401699196599695e+00,1.696989852800864895e+00
1.103209253584745531e+00,1.697272589243987495e+00
1.102008504915852116e+00,1.697556953723298179e+00
1.100799979904933723e+00,1.697842720715275089e+00
1.099584658538534709e+00,1.698129139751085370e+00
1.098362455162309903e+00,1.698416480151025754e+00
1.097133326300669287e+00,1.698705190003056309e+00
1.095897226486064246e+00,1.698995408034861265e+00
1.094654820417175545e+00,1.699286794299196046e+00
1.093406214788796627e+00,1.699579349688463026e+00
1.092151426195342001e+00,1.699872960949987633e+00
1.090889830962303853e+00,1.700168124926481950e+00
1.089621818876602255e+00,1.700465009999469812e+00
1.088347493750842609e+00,1.700763572104629695e+00
1.087067233886720219e+00,1.701063625370445642e+00
1.085782318841382432e+00,1.701364522757519593e+00
1.084492957338592634e+00,1.701666094497350512e+00
1.083199491981210461e+00,1.701968194730924644e+00
1.081901711646795938e+00,1.702270897172261543e+00
1.080599868876155112e+00,1.702574052139194993e+00
1.079294564672463430e+00,1.702877108068626688e+00
1.077985820712124676e+00,1.703179951238246836e+00
1.076673614316874472e+00,1.703483172773401888e+00
1.075358678943781898e+00,1.703786620540878927e+00
1.074041695582247602e+00,1.704089686291681227e+00
1.072722127391949831e+00,1.704392778724814317e+00
1.071400717642098099e+00,1.704695421029647884e+00
1.070078589199407793e+00,1.704996880476114418e+00
1.068755040198023920e+00,1.705297952136406892e+00
1.067430276445214599e+00,1.705598618318522330e+00
1.066105421866157643e+00,1.705898000557893424e+00
1.064780143690692071e+00,1.706196330367188096e+00
1.063454238367507854e+00,1.706494116413352247e+00
1.062128361056642545e+00,1.706791034857379374e+00
1.060802226278357185e+00,1.707087552332515523e+00
1.059475783248394976e+00,1.707383958425990000e+00
1.058149405622633266e+00,1.707679930646218480e+00
1.056823283239278988e+00,1.707975534025367503e+00
1.055497939786800510e+00,1.708270507340850841e+00
1.054173760658850822e+00,1.708564610316444465e+00
1.052850922488227425e+00,1.708857718668018277e+00
1.051530450450563148e+00,1.709149051953639198e+00
1.050211978807918722e+00,1.709439053837122247e+00
1.048895164030367422e+00,1.709727926295732559e+00
1.047581409071997927e+00,1.710014677925683069e+00
1.046271180113080179e+00,1.710299169912762540e+00
1.044964070655393318e+00,1.710581877321173394e+00
1.043660513070608031e+00,1.710862647743875309e+00
1.042360635054752072e+00,1.711141242761327508e+00
1.041065716362644888e+00,1.711416711601367657e+00
1.039775700269323089e+00,1.711689092260962886e+00
1.038490818568846397e+00,1.711958399700420852e+00
1.037212227948886234e+00,1.712223881443314166e+00
1.035939677407885950e+00,1.712485749055960405e+00
1.034673533875842821e+00,1.712744319978197982e+00
1.033413604511537853e+00,1.712999726968151615e+00
1.032160585761156879e+00,1.713251229862843061e+00
1.030914874726428732e+00,1.713498722613308267e+00
1.029675775551361472e+00,1.713742953287498372e+00
1.028445345082238394e+00,1.713982307559233531e+00
1.027224003670326180e+00,1.714216499899377411e+00
1.026010787279024061e+00,1.714446450926629062e+00
1.024805872766211046e+00,1.714671802874525808e+00
1.023610759672139991e+00,1.714891572139975118e+00
1.022425529797041932e+00,1.715105965922766540e+00
1.021249657487424356e+00,1.715315169765798897e+00
1.020084363497850921e+00,1.715518294374930086e+00
1.018929662045462203e+00,1.715715575807622351e+00
1.017785749515247806e+00,1.715907107783612107e+00
1.016652915666362178e+00,1.716092745734617786e+00
1.015531127691567059e+00,1.716272595012107383e+00
1.014420576386340533e+00,1.716446533866656132e+00
1.013321482837922449e+00,1.716614456480989759e+00
1.012234679711614627e+00,1.716775911383932707e+00
1.011160604245936234e+00,1.716930416525319858e+00
1.010099497887593456e+00,1.717077813839880784e+00
1.009050629806981014e+00,1.717218959723719740e+00
1.008014535676116985e+00,1.717353524595977454e+00
1.006991855280817694e+00,1.717480963308950948e+00
1.005982306594595865e+00,1.717601479410486354e+00
1.004986549018739295e+00,1.717714659420150447e+00
1.004004683570253409e+00,1.717820277125281736e+00
1.003038013783666749e+00,1.717917375862767493e+00
1.002086522214944875e+00,1.718006310686291727e+00
1.001149915287675718e+00,1.718087204749255026e+00
1.000229875589793149e+00,1.718158762731005540e+00
9.993258522125668675e-01,1.718221389142996269e+00
9.984376008018321924e-01,1.718275265219900705e+00
9.975657321942043021e-01,1.718320064036236827e+00
9.967107244467514615e-01,1.718355463705113051e+00
9.958727267434162034e-01,1.718381327774419987e+00
9.950525270436225700e-01,1.718397243070444169e+00
9.942505652822914985e-01,1.718402973198814854e+00
9.934662707925842051e-01,1.718398776060177324e+00
9.927006253515122669e-01,1.718384130757812489e+00
9.919531804742912628e-01,1.718359449634148550e+00
9.912242408226805690e-01,1.718324194099895008e+00
9.905135923634027506e-01,1.718278516550177937e+00
9.898221586747135703e-01,1.718221724921572324e+00
9.891504731155652541e-01,1.718153466859414058e+00
9.884977697382170136e-01,1.718074415076872752e+00
9.878645393399346775e-01,1.717984266319789510e+00
9.872508698129981441e-01,1.717883050516779253e+00
9.866583603655313395e-01,1.717769744507364971e+00
9.860864189680381697e-01,1.717644623842823792e+00
9.855346239794486873e-01,1.717507834398196209e+00
9.850031528021431226e-01,1.717359185997572535e+00
9.844918049884865408e-01,1.717198924889142608e+00
9.840018004577412158e-01,1.717026074073999320e+00
9.835334611855716114e-01,1.716840270474567998e+00
9.830872258816575338e-01,1.716641387275561037e+00
9.826618407933369603e-01,1.716430572604147553e+00
9.822574043395575494e-01,1.716207780205921463e+00
9.818747887532560670e-01,1.715972393533351292e+00
9.815138563830781981e-01,1.715724545224229791e+00
9.811745894389561906e-01,1.715464169704497888e+00
9.808573172625260073e-01,1.715190787597166588e+00
9.805617119214891098e-01,1.714904579442923849e+00
9.802880717157682611e-01,1.714605371077054574e+00
9.800369204506830245e-01,1.714292886460883736e+00
9.798076291778288205e-01,1.713967585327162757e+00
9.796006336541258630e-01,1.713628886609574353e+00
9.794166256213996391e-01,1.713276415736650904e+00
9.792549371451011453e-01,1.712910978411034790e+00
9.791156964888109160e-01,1.712532315533335847e+00
9.789997375758534570e-01,1.712139553245844770e+00
9.789065747589624777e-01,1.711733162625648230e+00
9.788360707329158972e-01,1.711313366139833647e+00
9.787893162597233188e-01,1.710879190358980839e+00
9.787654971044780217e-01,1.710431156107377948e+00
9.787645268636884222e-01,1.709969191082951312e+00
9.787868621113209322e-01,1.709492855060482874e+00
9.788326100829227716e-01,1.709002006536502360e+00
9.789026932158505501e-01,1.708496171056211210e+00
9.789961310651119630e-01,1.707976301037507527e+00
9.791126499365627733e-01,1.707442320115814205e+00
9.792528271260672046e-01,1.706893640015811453e+00
9.794168524115484109e-01,1.706330212819630265e+00
9.796037612313697185e-01,1.705752903251281483e+00
9.798143255748011926e-01,1.705161138669624377e+00
9.800481539590509827e-01,1.704554956379853214e+00
9.803043449853319213e-01,1.703935041456168475e+00
9.805832746193113847e-01,1.703301349723826963e+00
9.808841294672607791e-01,1.702654540802474026e+00
9.812077234564290373e-01,1.701994033858744704e+00
9.815531947688728165e-01,1.701320318254313957e+00
9.819208300731491201e-01,1.700633190655449711e+00
9.823106974775126510e-01,1.699932540534864200e+00
9.827218499744797553e-01,1.699218997533121112e+00
9.831541866434035937e-01,1.698492785422379248e+00
9.836070393957411229e-01,1.697754272666323949e+00
9.840817286994918422e-01,1.697002413701104828e+00
9.845777567370783689e-01,1.696237637493525074e+00
9.850952401391974700e-01,1.695459687770694890e+00
9.856340764927157272e-01,1.694668738651283313e+00
9.861939290684654802e-01,1.693865207992159894e+00
9.867736880790859422e-01,1.693049852189734805e+00
9.873734637137362435e-01,1.692222513512601445e+00
9.879939517922066150e-01,1.691382432113722079e+00
9.886345925093471543e-01,1.690529911824217413e+00
9.892966558719146208e-01,1.689664113886315766e+00
9.899789585740722542e-01,1.688786151911675582e+00
9.906820784464608343e-01,1.687895508589813076e+00
9.914054882203977570e-01,1.686992383071534540e+00
9.921484079102638187e-01,1.686077482891486401e+00
9.929108484819533231e-01,1.685150749976890960e+00
9.936918832931531664e-01,1.684212792428653183e+00
9.944914314714368153e-01,1.683263576208892109e+00
9.953091293052537258e-01,1.682303316561754913e+00
9.961457659893866445e-01,1.681331487881993825e+00
9.970010635619184214e-01,1.680348515822506217e+00
9.978741984560089984e-01,1.679355099992682065e+00
9.987652297123417178e-01,1.678351086673853354e+00
9.996735342399197810e-01,1.677337179133761014e+00
1.000598485986297526e+00,1.676313682973029628e+00
1.001539756055404018e+00,1.675280650272489291e+00
1.002497193789815055e+00,1.674238094802750876e+00
1.003469980797008221e+00,1.673186690262224996e+00
1.004459377279687926e+00,1.672125519553080863e+00
1.005464116496648463e+00,1.671055697996016720e+00
1.006483960413716128e+00,1.669977621756332686e+00
1.007518930818332770e+00,1.668890939342726032e+00
1.008569196230160836e+00,1.667795278373586987e+00
1.009634365531890232e+00,1.666691034866850218e+00
1.010714084597265972e+00,1.665578525107391794e+00
1.011807383115572945e+00,1.664458540571622791e+00
1.012914099698023485e+00,1.663331114616210638e+00
1.014034816763178304e+00,1.662195840312535422e+00
1.015168173053583534e+00,1.661054011822964416e+00
1.016314389592142042e+00,1.659905301325385718e+00
1.017473707594254595e+00,1.658749299257023413e+00
1.018645143834014499e+00,1.657587036739682551e+00
1.019828523431559608e+00,1.656418472378968998e+00
1.021024121956737085e+00,1.655243334404209454e+00
1.022231312269892722e+00,1.654062228633201181e+00
1.023449797688241070e+00,1.652875341034033774e+00
1.024679664824295511e+00,1.651682338370699332e+00
1.025919716924885039e+00,1.650484266671444322e+00
1.027170674686005203e+00,1.649280596097338680e+00
1.028430879149024424e+00,1.648072695792780706e+00
1.029699685576075385e+00,1.646861297866401452e+00
1.030978212319835441e+00,1.645645332931826132e+00
1.032266832965059722e+00,1.644424372404204693e+00
